CustomerID,Gender,Age,AnnualIncome,SpendingScore
1150,Female,27,28396,7
1151,Female,34,108499,96
1152,Male,40,51331,56
1153,Female,32,119373,96
1154,Female,28,21832,16
1155,Male,49,47899,34
1156,Male,33,130133,69
1157,Female,43,75384,29
1158,Female,39,108940,53
1159,Male,43,79002,52
1160,Female,27,34153,30
1161,Female,28,24331,7
1162,Female,65,86463,75
1163,Male,34,33058,18
1164,Female,35,35758,11
1165,Male,31,77442,55
1166,Female,26,22347,29
1167,Female,27,77749,27
1168,Female,36,63938,32
1169,Female,45,78920,21
1170,Male,32,31459,24
1171,Female,32,42941,32
1172,Male,21,22811,28
1173,Female,27,24839,5
1174,Female,49,94585,78
1175,Male,24,30874,28
1176,Female,34,37905,29
1177,Male,39,143311,94
1178,Male,46,78207,53
1179,Male,26,51162,38
1180,Male,33,115557,79
1181,Female,26,32735,26
1182,Female,27,20625,25
1183,Male,34,32474,27
1184,Male,44,71762,54
1185,Male,34,26516,19
1186,Female,34,28106,14
1187,Male,48,65781,30
1188,Female,36,63062,60
1189,Male,26,36425,30
1190,Female,54,113774,51
1191,Male,28,24971,17
1192,Male,34,32524,26
1193,Female,43,55752,29
1194,Male,35,79673,48
1195,Male,35,24540,26
1196,Female,34,30125,9
1197,Male,23,38508,15
1198,Female,37,149856,61
1199,Female,28,20966,18
1200,Female,48,69032,60
1201,Male,21,26158,9
1202,Male,25,28744,24
1203,Female,29,20854,7
1204,Female,33,36460,27
1205,Male,33,32696,20
1206,Female,25,26332,6
1207,Male,31,28842,12
1208,Female,23,22167,19
1209,Female,59,122584,65
1210,Female,44,42741,44
1211,Male,44,77482,54
1212,Male,58,94328,79
1213,Male,35,36996,17
1214,Male,63,130777,98
1215,Female,32,29541,17
1216,Female,30,70234,47
1217,Female,63,87149,59
1218,Male,35,139204,96
1219,Female,35,39183,9
1220,Male,39,61198,21
1221,Female,47,78686,32
1222,Male,28,28194,27
1223,Female,35,96193,57
1224,Female,35,127571,83
1225,Female,40,147065,74
1226,Male,28,25599,23
1227,Male,23,24738,29
1228,Female,34,60189,48
1229,Male,37,103684,58
1230,Female,18,28293,19
1231,Female,50,75618,20
1232,Female,33,27106,19
1233,Male,44,45203,58
1234,Male,26,37935,24
1235,Female,22,26056,6
1236,Female,19,24763,26
1237,Female,26,45747,26
1238,Male,27,25286,24
1239,Male,36,77943,22
1240,Male,36,61156,44
1241,Female,27,76075,38
1242,Female,26,23998,15
1243,Male,43,107504,89
1244,Female,34,38722,7
1245,Female,57,117642,88
1246,Female,43,74432,59
1247,Female,33,38436,21
1248,Female,44,51790,34
1249,Female,21,20051,5
1250,Female,43,95456,89
1251,Male,35,42981,42
1252,Male,27,26592,13
1253,Female,41,59679,55
1254,Female,28,23730,15
1255,Female,41,83816,62
1256,Male,40,71398,22
1257,Female,45,50183,49
1258,Female,48,67128,23
1259,Male,65,121353,84
1260,Female,28,38920,30
1261,Female,26,24892,5
1262,Female,30,75014,56
1263,Female,21,39503,30
1264,Female,32,121222,67
1265,Female,25,36287,16
1266,Male,41,54164,39
1267,Male,19,32262,29
1268,Female,34,34541,5
1269,Female,42,100195,71
1270,Female,49,148632,99
1271,Male,34,23219,26
1272,Male,32,21197,17
1273,Male,19,30190,26
1274,Female,26,70597,26
1275,Male,27,38925,25
1276,Female,31,53143,38
1277,Male,58,121831,92
1278,Male,30,49785,37
1279,Male,34,38337,8
1280,Female,65,125916,70
1281,Male,25,29282,10
1282,Male,42,62199,48
1283,Male,33,20950,26
1284,Female,19,32569,7
1285,Female,47,51729,58
1286,Male,49,126612,71
1287,Female,35,149924,98
1288,Female,35,97274,94
1289,Female,27,34928,26
1290,Female,32,55184,29
1291,Female,30,65695,41
1292,Female,25,71949,24
1293,Male,33,31516,19
1294,Male,44,62846,56
1295,Male,55,93491,95
1296,Female,45,76447,24
1297,Female,55,140420,87
1298,Female,35,27985,10
1299,Female,35,44329,33
1300,Male,50,77172,41
1301,Female,33,22552,8
1302,Male,28,76378,48
1303,Male,27,66594,58
1304,Male,50,129664,81
1305,Male,22,27130,23
1306,Female,32,24889,22
1307,Male,39,77875,32
1308,Female,49,121497,86
1309,Male,27,62561,57
1310,Female,55,146902,58
1311,Male,35,32098,6
1312,Male,37,127086,68
1313,Female,30,34146,25
1314,Female,55,130173,74
1315,Male,41,107684,80
1316,Female,30,38200,16
1317,Male,22,29452,9
1318,Female,22,20514,28
1319,Male,38,137243,55
1320,Female,59,134507,100
1321,Female,59,103566,82
1322,Male,54,138988,72
1323,Female,18,33918,23
1324,Female,62,111031,67
1325,Female,32,128099,52
1326,Female,37,128310,87
1327,Female,39,90494,96
1328,Male,27,73878,53
1329,Female,20,35481,26
1330,Male,51,86917,84
1331,Female,41,69755,50
1332,Female,50,63128,38
1333,Female,27,21157,28
1334,Male,23,35504,23
1335,Female,31,118240,68
1336,Female,34,24155,7
1337,Female,44,48686,37
1338,Male,48,40930,27
1339,Male,58,99809,73
1340,Male,40,55479,31
1341,Male,29,45531,58
1342,Male,49,67062,44
1343,Female,40,137695,63
1344,Male,21,28663,6
1345,Female,40,66132,39
1346,Female,44,149798,74
1347,Female,29,57211,53
1348,Female,32,29463,17
1349,Female,36,85376,84
1350,Female,35,57864,37
1351,Male,30,28367,19
1352,Male,63,105549,71
1353,Male,25,75888,20
1354,Male,21,33475,21
1355,Female,52,138450,64
1356,Male,26,52653,21
1357,Male,24,39468,24
1358,Male,35,95725,88
1359,Male,50,77097,31
1360,Female,46,104151,68
1361,Female,59,89924,67
1362,Male,46,122389,60
1363,Female,37,44088,44
1364,Female,26,28461,10
1365,Female,24,36112,24
1366,Female,21,36123,9
1367,Female,32,23481,27
1368,Female,20,21142,7
1369,Male,40,41229,29
1370,Female,26,32795,9
1371,Female,25,77659,52
1372,Male,37,68577,24
1373,Female,33,32596,8
1374,Male,37,59846,23
1375,Female,35,75037,25
1376,Male,30,53311,55
1377,Male,34,52517,44
1378,Female,61,127089,55
1379,Male,38,104833,52
1380,Female,25,39429,20
1381,Female,27,37712,20
1382,Female,28,21213,6
1383,Male,55,85611,57
1384,Male,59,148566,93
1385,Male,34,110537,52
1386,Male,40,41249,59
1387,Male,18,24277,10
1388,Male,39,46376,59
1389,Female,36,88383,57
1390,Female,34,108910,62
1391,Male,35,66346,27
1392,Male,49,53974,22
1393,Male,28,44143,37
1394,Male,47,51013,43
1395,Male,43,55967,22
1396,Female,23,32325,5
1397,Male,18,20208,10
1398,Female,56,117189,94
1399,Female,43,96632,59
1400,Male,56,139037,65
1401,Female,41,84931,95
1402,Female,49,91537,72
1403,Male,25,38275,11
1404,Male,53,92541,98
1405,Male,33,53638,23
1406,Male,33,24889,20
1407,Female,19,21412,25
1408,Female,38,53735,36
1409,Male,32,139394,56
1410,Male,40,103053,100
1411,Male,28,73744,24
1412,Male,50,138303,76
1413,Male,44,122688,99
1414,Female,28,54927,35
1415,Female,25,32305,7
1416,Male,33,143492,77
1417,Female,32,39969,10
1418,Female,39,48939,32
1419,Male,35,53252,28
1420,Male,47,87818,58
1421,Female,38,70053,30
1422,Male,23,29671,30
1423,Female,35,110107,76
1424,Female,33,39384,19
1425,Female,25,34028,12
1426,Male,32,77975,57
1427,Male,56,80665,52
1428,Female,26,73044,47
1429,Male,39,46422,51
1430,Female,18,38300,27
1431,Male,29,24348,14
1432,Female,31,91892,80
1433,Female,18,35049,19
1434,Female,23,33282,30
1435,Male,30,140856,90
1436,Female,41,61817,22
1437,Male,47,57680,59
1438,Male,51,90611,97
1439,Female,33,127708,57
1440,Female,44,70497,22
1441,Male,45,51486,55
1442,Male,38,106832,71
1443,Male,60,94884,97
1444,Female,50,109548,72
1445,Male,47,135434,53
1446,Male,39,62624,51
1447,Female,46,74858,54
1448,Male,50,64126,24
1449,Male,27,45721,45
1450,Female,28,45042,30
1451,Male,33,24848,9
1452,Male,48,82974,76
1453,Male,38,62721,48
1454,Male,27,52390,21
1455,Female,56,124024,87
1456,Female,61,122769,87
1457,Female,43,59928,28
1458,Female,25,28519,20
1459,Female,29,43101,42
1460,Female,44,50902,30
1461,Male,22,25746,10
1462,Male,28,21348,23
1463,Male,36,57066,31
1464,Male,50,84546,72
1465,Female,42,69388,30
1466,Male,30,20816,20
1467,Female,29,60985,20
1468,Male,60,118739,68
1469,Male,51,137947,94
1470,Male,32,142781,58
1471,Male,37,41625,59
1472,Male,27,63422,40
1473,Female,63,105578,64
1474,Female,20,20738,22
1475,Male,62,91452,75
1476,Male,44,60824,58
1477,Female,55,127325,59
1478,Female,36,65304,20
1479,Male,34,63026,48
1480,Female,31,34556,30
1481,Female,50,50734,47
1482,Male,20,39240,9
1483,Male,41,71104,41
1484,Female,35,129253,50
1485,Female,56,115825,61
1486,Female,42,97947,61
1487,Female,40,76298,22
1488,Female,61,119834,85
1489,Female,18,20879,9
1490,Female,28,70968,38
1491,Male,25,36118,5
1492,Female,27,72312,58
1493,Female,57,142978,66
1494,Male,53,95674,82
1495,Male,43,50672,23
1496,Female,47,70214,28
1497,Female,26,21733,16
1498,Female,33,126659,68
1499,Male,62,90069,62
1500,Female,23,39620,22
1501,Male,33,59731,43
1502,Male,39,126088,50
1503,Female,53,116885,99
1504,Male,30,62302,26
1505,Male,25,36494,11
1506,Male,27,70178,27
1507,Female,29,35712,14
1508,Female,34,34481,29
1509,Male,18,29983,28
1510,Male,22,24217,27
1511,Male,31,48214,28
1512,Female,27,47321,21
1513,Male,31,42786,26
1514,Male,33,147302,80
1515,Male,27,42836,39
1516,Male,24,24056,23
1517,Male,18,31519,7
1518,Male,52,116356,72
1519,Male,62,111696,86
1520,Male,18,38944,21
1521,Male,48,105106,60
1522,Female,43,92934,82
1523,Male,30,78625,48
1524,Male,30,31626,18
1525,Female,56,109825,57
1526,Male,21,35266,21
1527,Male,47,63674,38
1528,Female,33,30751,8
1529,Female,44,69946,39
1530,Female,31,38150,14
1531,Female,33,22280,26
1532,Male,33,20418,26
1533,Male,41,68708,25
1534,Male,30,32937,27
1535,Male,34,102114,73
1536,Male,44,53124,45
1537,Female,33,33916,13
1538,Female,52,132459,80
1539,Female,33,73516,29
1540,Female,26,24003,20
1541,Male,18,24410,8
1542,Female,18,36322,10
1543,Male,39,122854,69
1544,Female,33,37037,30
1545,Female,33,29619,20
1546,Male,64,125038,84
1547,Female,21,34103,17
1548,Male,39,64663,49
1549,Female,35,25795,26
1550,Male,61,101514,77
1551,Female,40,65498,27
1552,Male,60,141580,85
1553,Female,55,87305,66
1554,Female,52,129518,99
1555,Male,25,44025,57
1556,Male,29,32006,30
1557,Female,54,124729,56
1558,Male,38,63420,42
1559,Female,45,112011,65
1560,Male,34,91133,69
1561,Female,25,51126,54
1562,Female,31,35103,23
1563,Male,47,41337,50
1564,Female,43,64755,44
1565,Male,61,92809,56
1566,Male,41,72553,41
1567,Male,53,119258,77
1568,Female,42,44936,33
1569,Female,34,43115,56
1570,Female,21,23013,23
1571,Female,43,44408,53
1572,Female,36,53745,24
1573,Female,57,119309,92
1574,Female,30,33576,13
1575,Male,31,103671,90
1576,Female,43,145431,92
1577,Female,50,74912,59
1578,Female,63,87848,62
1579,Female,32,49682,29
1580,Male,35,66886,24
1581,Female,34,57493,30
1582,Male,55,110950,65
1583,Female,18,26288,12
1584,Female,42,71810,47
1585,Female,42,84850,60
1586,Female,26,20954,30
1587,Female,32,103066,96
1588,Female,20,21812,15
1589,Male,29,33336,26
1590,Male,32,49211,27
1591,Male,46,148846,81
1592,Female,21,39654,29
1593,Male,48,78294,44
1594,Male,29,54287,26
1595,Female,32,28996,18
1596,Female,61,87330,84
1597,Female,50,94806,84
1598,Female,33,56144,29
1599,Male,34,64100,21
1600,Female,45,87166,66
1601,Male,50,63780,27
1602,Female,25,65458,45
1603,Female,49,45914,35
1604,Female,32,25250,25
1605,Male,32,133253,67
1606,Female,48,70873,46
1607,Female,36,135360,60
1608,Female,52,88698,76
1609,Male,49,41792,23
1610,Female,38,138117,50
1611,Male,28,30012,23
1612,Male,25,25171,21
1613,Female,50,133780,78
1614,Female,46,97499,61
1615,Female,27,53019,46
1616,Male,30,32894,23
1617,Male,35,20752,25
1618,Male,24,35152,13
1619,Female,31,33141,24
1620,Male,29,22918,10
1621,Female,31,37230,29
1622,Male,37,144769,64
1623,Female,27,28722,28
1624,Male,38,48532,33
1625,Female,38,52410,31
1626,Male,27,20942,13
1627,Female,45,139110,73
1628,Female,33,20338,9
1629,Female,43,132108,95
1630,Male,46,135481,54
1631,Male,33,87700,71
1632,Male,44,63219,58
1633,Female,34,28311,24
1634,Male,46,65866,43
1635,Male,41,85390,66
1636,Male,51,144597,79
1637,Male,34,30397,18
1638,Male,35,47657,22
1639,Female,48,58415,43
1640,Female,44,57250,36
1641,Male,35,50812,51
1642,Male,33,137670,62
1643,Female,23,27532,6
1644,Female,47,50718,49
1645,Female,19,36217,19
1646,Male,59,143596,81
1647,Male,37,99405,72
1648,Female,23,29309,10
1649,Male,30,107839,83
1650,Male,32,45035,51
1651,Female,34,41701,27
1652,Male,28,78688,40
1653,Female,32,22656,27
1654,Female,44,57650,20
1655,Male,28,34847,28
1656,Male,27,21595,15
1657,Female,65,89269,88
1658,Male,26,33069,10
1659,Male,25,45845,33
1660,Male,34,66371,29
1661,Female,50,72168,47
1662,Male,52,97208,92
1663,Female,31,73597,51
1664,Female,33,71223,56
1665,Male,29,33845,24
1666,Female,27,67919,22
1667,Female,45,54695,29
1668,Female,35,148770,68
1669,Female,50,45189,50
1670,Female,27,24187,12
1671,Male,26,77259,55
1672,Female,21,36823,21
1673,Female,39,46192,56
1674,Male,43,56702,25
1675,Male,23,35167,30
1676,Female,27,42966,46
1677,Female,48,78483,49
1678,Male,51,114743,61
1679,Male,26,22563,26
1680,Female,25,75020,20
1681,Female,23,20435,25
1682,Female,46,66548,58
1683,Female,47,63640,45
1684,Male,22,24098,5
1685,Male,24,20520,5
1686,Female,45,49512,35
1687,Female,35,105023,69
1688,Male,31,35531,5
1689,Female,32,24994,20
1690,Female,25,34729,11
1691,Male,33,131345,71
1692,Female,31,34148,20
1693,Female,30,35974,20
1694,Female,34,21989,5
1695,Female,65,121399,54
1696,Female,60,134675,57
1697,Female,58,125451,94
1698,Male,27,25286,28
1699,Male,39,62534,34
1700,Female,59,124453,58
1701,Female,56,131166,93
1702,Female,44,50618,33
1703,Male,60,91297,58
1704,Female,33,25122,8
1705,Male,32,59900,33
1706,Male,26,31756,16
1707,Male,19,36497,30
1708,Male,28,68221,59
1709,Female,25,38415,20
1710,Female,49,63281,22
1711,Male,21,36888,27
1712,Male,49,69958,27
1713,Male,65,93352,52
1714,Male,24,23868,16
1715,Female,58,118289,98
1716,Female,39,93014,91
1717,Female,28,49029,32
1718,Female,32,40431,50
1719,Female,30,73097,25
1720,Male,36,67198,60
1721,Male,31,37355,30
1722,Female,31,34051,18
1723,Male,31,127418,78
1724,Female,20,36952,7
1725,Female,49,66322,30
1726,Male,19,32886,26
1727,Female,63,87577,68
1728,Female,34,76281,40
1729,Male,34,29167,24
1730,Male,58,132944,91
1731,Female,52,137952,100
1732,Female,20,29880,6
1733,Female,41,48257,54
1734,Female,34,23041,22
1735,Male,40,124657,51
1736,Female,45,113907,99
1737,Male,62,135410,57
1738,Female,45,57023,52
1739,Female,21,21564,19
1740,Male,59,80683,71
1741,Female,44,149899,72
1742,Female,46,77536,28
1743,Male,36,112457,70
1744,Female,28,69773,29
1745,Female,27,45370,23
1746,Male,24,35605,19
1747,Female,37,74488,57
1748,Female,40,78292,60
1749,Male,48,72082,46
1750,Female,22,36573,20
1751,Male,34,36816,8
1752,Female,26,71021,30
1753,Male,31,39713,8
1754,Male,34,77471,22
1755,Female,27,32172,16
1756,Male,25,71845,29
1757,Female,33,135280,69
1758,Male,33,25999,5
1759,Female,34,125698,52
1760,Female,34,77556,56
1761,Male,40,64727,58
1762,Female,32,36540,29
1763,Female,39,138861,96
1764,Female,30,33422,12
1765,Female,26,75454,48
1766,Male,40,91603,95
1767,Male,65,120481,91
1768,Male,42,91161,89
1769,Female,42,148387,98
1770,Male,37,82446,92
1771,Female,24,29009,12
1772,Male,28,37483,17
1773,Male,35,41524,47
1774,Female,41,41576,40
1775,Male,28,45965,26
1776,Male,30,49439,36
1777,Male,31,30053,26
1778,Male,23,30659,5
1779,Male,28,65555,40
1780,Male,33,61247,44
1781,Male,25,26637,29
1782,Female,49,73333,52
1783,Female,19,28824,15
1784,Male,34,133356,80
1785,Male,25,55318,37
1786,Female,22,38176,14
1787,Male,45,45499,52
1788,Male,35,32232,10
1789,Male,65,135542,78
1790,Male,27,35225,25
1791,Female,33,21971,13
1792,Male,52,129827,90
1793,Male,48,146889,52
1794,Female,49,89166,55
1795,Female,38,96118,96
1796,Female,44,53818,52
1797,Female,46,124909,98
1798,Female,46,56117,40
1799,Male,28,35066,5
1800,Male,60,80268,50
1801,Female,56,102745,85
1802,Male,27,75266,24
1803,Female,37,138350,72
1804,Male,54,126919,61
1805,Female,29,35161,11
1806,Female,18,27258,29
1807,Female,42,126900,55
1808,Female,44,108986,81
1809,Male,33,29199,27
1810,Female,30,26425,8
1811,Male,61,145578,60
1812,Male,34,103006,87
1813,Male,38,88526,66
1814,Male,42,115956,93
1815,Female,46,149853,93
1816,Female,19,33995,15
1817,Female,28,57959,53
1818,Male,41,63689,22
1819,Female,31,29107,22
1820,Female,37,40338,32
1821,Male,18,38737,28
1822,Male,34,135550,65
1823,Male,27,30788,7
1824,Male,31,35727,30
1825,Male,46,123817,65
1826,Female,35,55621,23
1827,Female,34,111030,99
1828,Male,21,34629,7
1829,Male,28,32366,27
1830,Female,32,22031,6
1831,Male,34,136602,56
1832,Female,48,86842,74
1833,Male,25,33471,24
1834,Male,39,65160,47
1835,Female,39,41702,53
1836,Male,36,105228,56
1837,Male,42,88853,86
1838,Female,46,146702,72
1839,Male,30,69138,35
1840,Female,22,21982,14
1841,Male,49,126890,87
1842,Female,27,35385,24
1843,Male,25,64171,53
1844,Male,34,27778,22
1845,Male,31,62532,32
1846,Female,24,31191,26
1847,Female,51,141263,87
1848,Male,56,119273,71
1849,Male,19,34886,20
1850,Male,25,27308,19
1851,Female,28,35753,30
1852,Female,23,33117,5
1853,Male,29,22416,5
1854,Female,32,29521,11
1855,Female,24,20972,11
1856,Male,26,27174,28
1857,Male,32,76340,31
1858,Male,26,25769,8
1859,Male,54,97988,91
1860,Male,34,53778,49
1861,Female,46,64402,30
1862,Male,37,88569,59
1863,Female,35,26281,17
1864,Male,38,79292,60
1865,Female,24,39245,22
1866,Female,25,30737,6
1867,Male,33,36654,11
1868,Female,30,44251,52
1869,Female,53,146736,81
1870,Female,29,30545,21
1871,Female,60,144853,67
1872,Male,43,84797,64
1873,Female,37,55360,33
1874,Female,43,64712,30
1875,Male,27,76080,28
1876,Male,41,69131,42
1877,Female,59,85392,82
1878,Female,39,69566,47
1879,Female,35,72606,37
1880,Female,32,25884,12
1881,Female,52,89946,55
1882,Male,64,147212,91
1883,Male,28,54925,27
1884,Female,42,42508,32
1885,Female,26,30788,14
1886,Female,22,39792,29
1887,Female,27,29813,16
1888,Female,49,78007,20
1889,Male,39,147193,75
1890,Female,33,26877,12
1891,Male,51,140476,100
1892,Male,38,52310,46
1893,Female,42,69489,21
1894,Male,22,38923,14
1895,Female,35,63243,34
1896,Female,49,66435,54
1897,Male,25,78466,56
1898,Female,28,25036,23
1899,Female,37,53382,24
1900,Female,21,35557,15
1901,Male,35,119930,60
1902,Female,32,103283,94
1903,Female,24,26117,7
1904,Male,32,53493,38
1905,Male,36,43765,53
1906,Male,31,30707,17
1907,Female,35,24231,18
1908,Male,54,89012,63
1909,Female,31,30150,27
1910,Male,27,39782,23
1911,Male,47,140156,62
1912,Male,20,34605,17
1913,Female,61,123108,79
1914,Female,35,85122,68
1915,Male,37,59493,59
1916,Female,30,56327,59
1917,Male,46,65209,31
1918,Female,32,42861,30
1919,Male,34,118258,94
1920,Male,49,66953,55
1921,Female,49,45015,26
1922,Male,30,69552,36
1923,Male,59,85850,51
1924,Female,54,140542,71
1925,Female,19,32998,5
1926,Female,28,24472,26
1927,Male,27,70235,25
1928,Female,38,137373,80
1929,Male,18,25589,24
1930,Female,21,29638,22
1931,Female,18,22542,26
1932,Male,29,34439,10
1933,Female,64,84514,63
1934,Male,63,86259,91
1935,Male,39,60206,23
1936,Female,24,32366,12
1937,Female,20,26553,5
1938,Male,28,20477,11
1939,Male,23,23165,28
1940,Female,34,33621,8
1941,Male,45,76834,32
1942,Male,57,131781,57
1943,Male,29,23469,15
1944,Female,28,33177,5
1945,Female,25,35033,7
1946,Male,32,128362,54
1947,Female,49,59761,58
1948,Male,23,37569,13
1949,Male,54,122513,93
1950,Female,45,51490,40
1951,Female,18,30980,24
1952,Male,45,73490,34
1953,Male,21,20695,14
1954,Male,45,136164,89
1955,Female,29,24507,20
1956,Male,30,24969,11
1957,Female,32,39597,28
1958,Male,28,29113,25
1959,Male,48,134380,98
1960,Male,28,30855,12
1961,Male,45,87087,93
1962,Male,63,130002,70
1963,Male,27,40396,51
1964,Male,22,21707,11
1965,Male,35,25691,30
1966,Female,20,36627,18
1967,Male,48,50758,32
1968,Female,44,51562,35
1969,Male,39,77776,60
1970,Female,27,71534,43
1971,Female,40,50994,48
1972,Female,39,136810,100
1973,Female,31,32498,7
1974,Male,65,100027,96
1975,Female,39,64933,39
1976,Female,42,64585,58
1977,Female,22,30919,27
1978,Male,24,25070,5
1979,Female,61,129054,75
1980,Female,37,64454,51
1981,Male,56,89336,52
1982,Female,30,77067,32
1983,Female,41,62844,51
1984,Male,54,87563,77
1985,Male,19,35654,16
1986,Female,46,99383,88
1987,Male,46,99315,65
1988,Female,20,23825,25
1989,Male,27,78414,53
1990,Female,38,50867,36
1991,Female,54,149887,87
1992,Female,35,133950,56
1993,Female,24,28815,28
1994,Female,30,120383,60
1995,Female,20,23174,29
1996,Female,48,134636,96
1997,Male,29,25780,10
1998,Male,23,35940,21
1999,Male,31,77164,31
2000,Female,24,25987,13
2001,Male,45,47156,30
2002,Female,37,45616,27
2003,Male,18,31211,23
2004,Male,46,71797,26
2005,Male,18,28718,26
2006,Male,34,26916,30
2007,Female,41,79517,37
2008,Female,44,62087,47
2009,Female,35,62483,35
2010,Male,54,132228,89
2011,Male,50,61643,26
2012,Male,48,66332,28
2013,Male,63,96108,67
2014,Female,44,69616,50
2015,Female,30,104633,90
2016,Female,19,31803,30
2017,Female,44,138236,88
2018,Female,36,45332,47
2019,Male,54,93166,68
2020,Male,63,98764,86
2021,Female,20,36316,14
2022,Male,21,34623,20
2023,Male,23,26935,29
2024,Female,18,34250,10
2025,Female,32,58373,36
2026,Female,38,96134,84
2027,Male,25,30905,23
2028,Female,54,124987,95
2029,Female,44,137273,64
2030,Male,20,29534,8
2031,Female,31,78810,27
2032,Male,30,30268,23
2033,Male,43,44055,54
2034,Male,35,67767,43
2035,Male,36,109116,75
2036,Female,50,140372,59
2037,Female,32,36378,9
2038,Male,28,21125,14
2039,Male,40,77615,60
2040,Male,47,59103,44
2041,Male,47,50007,33
2042,Female,41,86889,81
2043,Female,25,50432,55
2044,Female,46,67684,50
2045,Female,27,65628,53
2046,Female,47,52785,55
2047,Male,28,24289,29
2048,Male,59,119855,91
2049,Female,58,98030,94
2050,Male,31,49491,33
2051,Male,53,81197,96
2052,Male,54,99346,77
2053,Male,29,23147,20
2054,Female,34,23845,25
2055,Female,39,136861,90
2056,Female,21,21113,12
2057,Male,47,59837,58
2058,Female,35,129200,99
2059,Female,47,130082,90
2060,Male,28,40760,27
2061,Male,34,36030,12
2062,Male,47,142848,94
2063,Female,54,103736,80
2064,Female,29,77448,26
2065,Male,23,37613,17
2066,Female,42,76441,53
2067,Male,35,37003,27
2068,Male,23,23844,24
2069,Female,32,38177,30
2070,Male,22,21282,23
2071,Female,35,101130,85
2072,Female,21,22772,21
2073,Male,30,75679,47
2074,Female,19,29850,21
2075,Female,38,138316,86
2076,Male,63,121017,72
2077,Male,32,92977,65
2078,Male,27,24642,11
2079,Male,52,108316,67
2080,Female,34,135314,85
2081,Female,45,65020,30
2082,Male,33,45456,47
2083,Female,34,106707,90
2084,Male,53,105248,86
2085,Female,35,50059,47
2086,Female,25,39779,7
2087,Female,21,37415,26
2088,Female,20,30792,16
2089,Female,50,49589,34
2090,Female,30,23209,12
2091,Female,23,24046,21
2092,Female,36,144175,83
2093,Male,65,116961,67
2094,Female,28,25595,29
2095,Female,35,31310,22
2096,Male,29,78817,36
2097,Male,39,147314,92
2098,Female,26,32412,6
2099,Female,56,112651,95
2100,Female,29,34383,30
2101,Male,47,117594,77
2102,Female,34,45697,46
2103,Male,20,22604,28
2104,Female,19,25410,7
2105,Male,30,144598,77
2106,Male,41,72624,54
2107,Male,44,40910,32
2108,Female,64,135702,97
2109,Female,19,37305,24
2110,Male,25,37154,10
2111,Male,41,48737,42
2112,Female,37,72473,30
2113,Male,25,31074,22
2114,Female,40,59606,38
2115,Female,30,20073,11
2116,Female,32,147571,79
2117,Female,18,31657,24
2118,Male,36,59552,26
2119,Male,37,52200,42
2120,Male,33,34116,11
2121,Male,39,147412,76
2122,Male,29,40452,36
2123,Female,36,65910,39
2124,Male,42,51939,37
2125,Female,30,68793,28
2126,Male,30,136880,72
2127,Male,27,26211,6
2128,Male,48,67594,41
2129,Female,33,26520,26
2130,Female,33,33798,22
2131,Female,50,96703,98
2132,Male,38,130967,57
2133,Male,22,24132,16
2134,Female,33,110999,93
2135,Female,48,79130,20
2136,Male,34,58970,51
2137,Male,44,56236,29
2138,Male,21,29212,13
2139,Male,42,136250,80
2140,Male,41,145841,62
2141,Male,22,23947,17
2142,Male,29,52594,47
2143,Female,35,106167,53
2144,Male,34,74404,60
2145,Male,31,31015,20
2146,Male,33,135977,69
2147,Female,33,63827,42
2148,Male,19,30480,10
2149,Female,28,21708,11
2150,Female,44,58360,26
2151,Female,33,28266,16
2152,Male,28,47309,20
2153,Female,48,63630,43
2154,Female,24,29042,23
2155,Male,22,23485,25
2156,Female,24,39220,11
2157,Female,35,22453,24
2158,Male,49,71077,32
2159,Female,24,24188,18
2160,Male,53,125526,78
2161,Male,40,44437,46
2162,Male,26,39633,27
2163,Male,43,42978,23
2164,Male,61,132100,93
2165,Female,34,34344,17
2166,Male,33,79794,33
2167,Male,24,25242,23
2168,Female,62,139695,95
2169,Male,34,54439,37
2170,Male,19,27337,22
2171,Female,45,42561,29
2172,Male,19,28861,25
2173,Female,21,37517,5
2174,Female,50,128380,55
2175,Female,56,97512,89
2176,Female,45,43752,20
2177,Male,23,29164,13
2178,Female,54,93951,91
2179,Female,58,107021,64
2180,Female,43,53364,60
2181,Female,25,34616,28
2182,Female,40,49721,25
2183,Male,23,35053,10
2184,Female,41,144293,91
2185,Female,23,30163,10
2186,Male,34,104621,59
2187,Male,39,56072,45
2188,Male,38,149045,96
2189,Male,54,93071,74
2190,Male,19,20444,9
2191,Male,22,28770,25
2192,Female,35,23484,28
2193,Female,42,91136,58
2194,Female,40,138238,69
2195,Female,32,50126,23
2196,Male,31,96131,52
2197,Female,36,118894,82
2198,Male,25,20039,5
2199,Female,29,65256,42
2200,Male,21,32607,20
2201,Female,21,27357,14
2202,Male,21,30935,16
2203,Female,22,39808,10
2204,Female,41,123888,93
2205,Male,27,29881,16
2206,Female,46,72718,43
2207,Male,30,90009,59
2208,Female,37,49684,48
2209,Female,31,23708,28
2210,Male,28,22963,9
2211,Female,35,63108,51
2212,Female,44,67128,60
2213,Female,30,28057,18
2214,Male,61,149962,84
2215,Male,43,45479,46
2216,Male,45,91436,73
2217,Female,29,20562,22
2218,Female,19,23609,16
2219,Female,32,29656,9
2220,Male,25,26905,6
2221,Male,30,24688,28
2222,Male,53,135667,53
2223,Male,60,89669,88
